Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-22,49.192,49.475,48.854,49.082,4876600,0.0,0.0
2021-09-23,49.32,50.289,49.32,49.823,4444700,0.0,0.0
2021-09-24,49.914,50.453,49.64,50.088,5669300,0.0,0.0
2021-09-27,50.599,52.281,50.599,52.116,5232800,0.0,0.0
2021-09-28,52.162,52.582,51.056,51.166,5511600,0.0,0.0
2021-09-29,51.376,51.596,50.974,51.029,3289600,0.0,0.0
2021-09-30,51.157,51.285,50.152,50.161,4202000,0.0,0.0
2021-10-01,50.398,51.075,50.088,50.7,5871800,0.0,0.0
2021-10-04,50.609,51.815,50.563,51.011,5557000,0.0,0.0
2021-10-05,51.431,52.765,50.846,52.5,4845500,0.0,0.0
2021-10-06,52.025,52.5,51.239,52.381,3484300,0.0,0.0
2021-10-07,52.665,53.103,52.235,52.272,3749900,0.0,0.0
2021-10-08,52.19,52.994,52.19,52.646,2217200,0.0,0.0
2021-10-11,52.774,53.789,52.619,52.902,3104700,0.0,0.0
2021-10-12,52.82,53.396,52.336,52.455,2678600,0.0,0.0
2021-10-13,52.29,52.345,50.7,51.367,4125000,0.0,0.0
2021-10-14,52.126,52.802,51.605,52.793,4857000,0.0,0.0
2021-10-15,53.286,53.752,53.076,53.259,3931900,0.0,0.0
2021-10-18,53.213,53.46,52.646,52.902,3299000,0.0,0.0
2021-10-19,53.496,54.081,53.304,53.588,3217200,0.0,0.0
2021-10-20,53.332,54.611,53.122,54.474,3205000,0.0,0.0
2021-10-21,54.246,54.785,53.834,54.154,2794600,0.0,0.0
2021-10-22,54.502,54.977,54.209,54.84,3734100,0.0,0.0
2021-10-25,54.831,55.15,54.099,54.502,3157100,0.0,0.0
2021-10-26,54.575,54.831,54.072,54.127,2497400,0.0,0.0
2021-10-27,53.944,54.849,53.396,53.505,3984800,0.0,0.0
2021-10-28,53.752,54.785,53.752,54.739,2668200,0.0,0.0
2021-10-29,54.831,55.671,53.972,53.999,4668700,0.0,0.0
2021-11-01,54.566,55.169,54.483,55.004,2732100,0.0,0.0
2021-11-02,54.831,55.169,54.648,54.812,3318100,0.0,0.0
2021-11-03,54.556,56.475,54.529,55.817,4537700,0.0,0.0
2021-11-04,55.47,55.589,54.511,55.187,4685900,0.0,0.0
2021-11-05,56.658,57.152,53.652,53.88,6787500,0.0,0.0
2021-11-08,53.972,54.712,53.551,54.063,5118300,0.0,0.0
2021-11-09,53.734,54.401,53.25,53.697,3097700,0.0,0.0
2021-11-10,53.588,54.273,53.268,53.789,3645500,0.0,0.0
2021-11-11,53.743,54.182,53.707,53.789,3113300,0.0,0.0
2021-11-12,53.688,53.972,53.094,53.195,3538100,0.0,0.0
2021-11-15,53.359,53.542,52.884,53.085,3819900,0.0,0.0
2021-11-16,53.414,53.624,52.235,52.263,3772300,0.0,0.0
2021-11-17,52.071,52.381,51.714,52.043,4567200,0.0,0.0
2021-11-18,52.071,52.317,50.992,51.285,4568000,0.0,0.0
2021-11-19,50.444,50.91,49.996,50.216,4864300,0.0,0.0
2021-11-22,50.718,52.802,50.535,52.034,6027000,0.0,0.0
2021-11-23,52.592,54.227,52.573,53.825,7055100,0.0,0.0
2021-11-24,53.606,54.045,52.747,52.902,5072800,0.0,0.0
2021-11-26,50.545,51.66,49.21,51.221,4009600,0.0,0.0
2021-11-29,51.87,51.961,50.197,50.216,4800300,0.0,0.0
2021-11-30,49.64,49.64,47.849,48.068,10816400,0.0,0.0
2021-12-01,49.073,49.539,47.237,47.264,5845600,0.0,0.0
2021-12-02,47.703,49.576,47.703,49.311,6570900,0.0,0.0
2021-12-03,49.265,49.521,48.488,48.726,5056200,0.0,0.0
2021-12-06,49.53,50.709,49.43,50.051,6051100,0.0,0.0
2021-12-07,50.398,51.129,50.17,50.435,4852800,0.0,0.0
2021-12-08,50.599,50.855,50.069,50.234,4018600,0.0,0.0
2021-12-09,49.941,50.59,49.777,50.088,3716400,0.0,0.0
2021-12-10,50.344,50.444,49.466,49.704,4023500,0.0,0.0
2021-12-13,49.603,49.631,48.662,49.201,4304600,0.0,0.0
2021-12-14,49.119,50.344,49.028,49.951,5066200,0.0,0.0
2021-12-15,50.171,50.171,49.142,49.969,4523900,0.32,0.0
2021-12-16,50.493,51.311,50.208,50.815,6340200,0.0,0.0
2021-12-17,50.631,50.677,49.224,49.739,11164300,0.0,0.0
2021-12-20,48.912,48.921,47.662,48.636,4458400,0.0,0.0
2021-12-21,49.28,51.109,49.261,50.686,6431000,0.0,0.0
2021-12-22,50.557,51.127,50.465,50.805,4694000,0.0,0.0
2021-12-23,51.118,52.166,51.109,52.0,3980700,0.0,0.0
2021-12-27,52.083,52.433,51.716,52.304,2079300,0.0,0.0
2021-12-28,52.203,52.947,52.028,52.092,2449500,0.0,0.0
2021-12-29,52.065,52.524,51.991,52.194,1977500,0.0,0.0
2021-12-30,52.304,52.708,52.129,52.157,2144300,0.0,0.0
2021-12-31,52.12,52.607,52.074,52.267,2075300,0.0,0.0
2022-01-03,52.561,53.389,52.515,52.754,3376300,0.0,0.0
2022-01-04,53.545,54.675,53.343,54.234,5281300,0.0,0.0
2022-01-05,54.354,54.878,53.453,53.49,4639400,0.0,0.0
2022-01-06,54.455,54.712,53.122,54.409,6331600,0.0,0.0
2022-01-07,54.786,56.045,54.519,55.834,5318900,0.0,0.0
2022-01-10,56.183,56.587,54.997,56.45,7913200,0.0,0.0
2022-01-11,56.56,56.78,55.944,56.78,6091500,0.0,0.0
2022-01-12,56.514,57.093,55.622,56.413,6150500,0.0,0.0
2022-01-13,56.799,57.222,56.578,56.872,3476900,0.0,0.0
2022-01-14,56.018,57.157,55.916,56.909,4465100,0.0,0.0
2022-01-18,56.992,57.157,55.834,55.981,4265200,0.0,0.0
2022-01-19,56.238,56.624,53.995,54.087,6354800,0.0,0.0
2022-01-20,54.262,55.926,53.857,54.087,5861700,0.0,0.0
2022-01-21,53.958,54.115,52.451,52.69,6608800,0.0,0.0
2022-01-24,52.083,53.012,49.997,52.819,7420100,0.0,0.0
2022-01-25,52.148,54.06,50.87,53.508,6163500,0.0,0.0
2022-01-26,54.106,54.694,52.194,52.975,6090700,0.0,0.0
2022-01-27,53.572,54.455,51.67,51.863,5398600,0.0,0.0
2022-01-28,51.477,52.433,51.081,52.359,5248600,0.0,0.0
2022-01-31,51.936,53.14,51.329,53.085,4187800,0.0,0.0
2022-02-01,53.159,54.482,52.855,54.335,3674700,0.0,0.0
2022-02-02,54.069,55.457,54.032,55.383,4796500,0.0,0.0
2022-02-03,55.42,55.88,54.556,54.685,3381600,0.0,0.0
2022-02-04,54.547,56.633,54.547,56.063,4165800,0.0,0.0
2022-02-07,56.183,57.369,56.183,56.799,3968100,0.0,0.0
2022-02-08,57.451,58.012,57.194,57.635,5242000,0.0,0.0
2022-02-09,57.773,58.407,57.314,57.369,4460100,0.0,0.0
2022-02-10,56.578,58.371,56.56,57.194,4926500,0.0,0.0
2022-02-11,57.194,57.847,55.245,55.834,7241100,0.0,0.0
2022-02-14,55.824,56.146,53.802,54.225,7294400,0.0,0.0
2022-02-15,54.914,55.824,54.473,55.503,4189300,0.0,0.0
2022-02-16,54.96,55.962,54.96,55.466,3416800,0.0,0.0
2022-02-17,55.107,56.845,54.749,56.422,6154900,0.0,0.0
2022-02-18,55.503,57.212,55.503,56.744,5488200,0.0,0.0
2022-02-22,56.992,57.801,56.256,56.633,5749500,0.0,0.0
2022-02-23,57.111,57.764,56.229,56.569,5102400,0.0,0.0
2022-02-24,54.556,55.696,53.48,55.503,6276600,0.0,0.0
2022-02-25,55.88,58.067,55.733,58.058,8694700,0.0,0.0
2022-02-28,56.302,57.212,55.797,56.293,7596600,0.0,0.0
2022-03-01,55.668,55.769,52.626,53.214,6478100,0.0,0.0
2022-03-02,54.004,56.367,54.004,56.109,6545000,0.0,0.0
2022-03-03,55.889,56.523,55.006,55.53,4260700,0.0,0.0
2022-03-04,54.243,54.317,52.148,52.837,7364100,0.0,0.0
2022-03-07,52.083,52.488,50.245,50.254,7982000,0.0,0.0
2022-03-08,50.98,52.782,50.465,50.98,7034500,0.0,0.0
2022-03-09,53.306,54.51,53.195,53.572,5984800,0.0,0.0
2022-03-10,52.672,53.655,51.807,52.377,5247400,0.0,0.0
2022-03-11,53.113,53.747,52.304,52.396,3423600,0.0,0.0
2022-03-14,53.389,54.253,52.515,52.865,3734300,0.0,0.0
2022-03-15,53.37,54.151,52.626,53.821,3901300,0.0,0.0
2022-03-16,54.615,55.789,54.227,55.253,4346600,0.32,0.0
2022-03-17,54.615,56.335,54.523,56.325,4991100,0.0,0.0
2022-03-18,56.085,56.482,55.207,56.409,6258900,0.0,0.0
2022-03-21,56.88,57.351,56.344,57.065,6074000,0.0,0.0
2022-03-22,57.666,58.941,57.629,57.934,4486500,0.0,0.0
2022-03-23,57.629,58.128,57.139,57.166,3071200,0.0,0.0
2022-03-24,57.536,58.507,57.287,58.377,3185800,0.0,0.0
2022-03-25,58.46,59.643,58.386,59.597,3712200,0.0,0.0
2022-03-28,59.107,59.302,58.534,58.904,3486500,0.0,0.0
2022-03-29,59.69,59.985,57.749,58.276,4393200,0.0,0.0
2022-03-30,58.248,59.218,58.248,58.682,4424500,0.0,0.0
2022-03-31,58.451,59.265,58.017,58.017,4589800,0.0,0.0
2022-04-01,58.525,59.274,58.276,58.96,3802800,0.0,0.0
2022-04-04,58.636,58.839,57.508,57.804,2960800,0.0,0.0
2022-04-05,57.619,58.655,57.619,57.721,2906300,0.0,0.0
2022-04-06,57.592,58.266,57.0,57.129,3528000,0.0,0.0
2022-04-07,56.889,57.277,56.085,56.991,3506800,0.0,0.0
2022-04-08,57.582,58.664,57.296,58.359,3140900,0.0,0.0
2022-04-11,58.359,59.422,57.739,57.841,3398200,0.0,0.0
2022-04-12,58.072,58.802,57.453,57.721,3518300,0.0,0.0
2022-04-13,57.499,58.276,57.12,58.211,3386400,0.0,0.0
2022-04-14,58.155,59.08,58.044,58.257,4399900,0.0,0.0
2022-04-18,57.961,59.255,57.961,59.061,2088700,0.0,0.0
2022-04-19,59.283,59.736,58.405,58.793,5089100,0.0,0.0
2022-04-20,59.107,60.226,59.098,59.533,3432500,0.0,0.0
2022-04-21,60.124,60.753,58.266,58.349,4244300,0.0,0.0
2022-04-22,58.229,58.229,55.771,55.863,4865200,0.0,0.0
2022-04-25,55.466,55.466,53.516,55.161,6587500,0.0,0.0
2022-04-26,54.384,55.115,53.257,53.294,4261100,0.0,0.0
2022-04-27,53.488,54.985,53.109,54.643,4989600,0.0,0.0
2022-04-28,55.244,55.872,54.061,55.493,4623700,0.0,0.0
2022-04-29,55.216,55.577,53.913,54.079,5789500,0.0,0.0
2022-05-02,54.505,54.948,53.303,54.588,4276900,0.0,0.0
2022-05-03,55.05,55.725,53.913,55.022,8013100,0.0,0.0
2022-05-04,55.53,59.2,55.272,59.098,7814600,0.0,0.0
2022-05-05,58.165,58.895,56.787,57.416,6021000,0.0,0.0
2022-05-06,57.407,57.786,56.556,57.518,5885500,0.0,0.0
2022-05-09,56.945,57.61,54.773,55.096,6605600,0.0,0.0
2022-05-10,55.669,56.797,53.257,54.246,6476600,0.0,0.0
2022-05-11,54.283,56.168,54.079,54.172,4809500,0.0,0.0
2022-05-12,53.987,54.569,52.906,53.987,4914400,0.0,0.0
2022-05-13,54.551,55.041,53.802,54.126,6119400,0.0,0.0
